Note that User Simulator few shot messages have been omitted
shape: (11, 8)
+--------+--------+--------+--------+--------+--------+--------+-------+
| sandbo | sender | recipi | conten | openai | tool_c | tool_t | visib |
| 25     | USER   | AGENT  | Could  | null   | null   | null   | ["USE |
|        |        |        | you    |        |        |        | R",   |
|        |        |        | maybe  |        |        |        | "AGEN |
|        |        |        | try    |        |        |        | T"]   |
|        |        |        | checki |        |        |        |       |
|        |        |        | ng for |        |        |        |       |
|        |        |        | my     |        |        |        |       |
|        |        |        | oldest |        |        |        |       |
|        |        |        | messag |        |        |        |       |
|        |        |        | e?     |        |        |        |       |
|--------+--------+--------+--------+--------+--------+--------+-------|
| 26     | AGENT  | USER   | I can  | null   | null   | null   | ["AGE |
|        |        |        | help   |        |        |        | NT",  |
|        |        |        | you    |        |        |        | "USER |
|        |        |        | search |        |        |        | "]    |
|        |        |        | for    |        |        |        |       |
|        |        |        | your   |        |        |        |       |
|        |        |        | oldest |        |        |        |       |
|        |        |        | messag |        |        |        |       |
|        |        |        | e, but |        |        |        |       |
|        |        |        | I need |        |        |        |       |
|        |        |        | a bit  |        |        |        |       |
|        |        |        | more   |        |        |        |       |
|        |        |        | inform |        |        |        |       |
|        |        |        | ation  |        |        |        |       |
|        |        |        | to do  |        |        |        |       |
|        |        |        | that   |        |        |        |       |
|        |        |        | search |        |        |        |       |
|        |        |        | effect |        |        |        |       |
|        |        |        | ively. |        |        |        |       |
|        |        |        | To     |        |        |        |       |
|        |        |        | find   |        |        |        |       |
|        |        |        | messag |        |        |        |       |
|        |        |        | es spe |        |        |        |       |
|        |        |        | cifica |        |        |        |       |
|        |        |        | lly    |        |        |        |       |
|        |        |        | associ |        |        |        |       |
|        |        |        | ated   |        |        |        |       |
|        |        |        | with   |        |        |        |       |
|        |        |        | you,   |        |        |        |       |
|        |        |        | I'll   |        |        |        |       |
|        |        |        | need   |        |        |        |       |
|        |        |        | one of |        |        |        |       |
|        |        |        | these  |        |        |        |       |
|        |        |        | identi |        |        |        |       |
|        |        |        | fiers: |        |        |        |       |
|        |        |        |        |        |        |        |       |
|        |        |        | - Your |        |        |        |       |
|        |        |        | person |        |        |        |       |
|        |        |        | ID     |        |        |        |       |
|        |        |        | - Your |        |        |        |       |
|        |        |        | phone  |        |        |        |       |
|        |        |        | number |        |        |        |       |
|        |        |        |        |        |        |        |       |
|        |        |        | Withou |        |        |        |       |
|        |        |        | t know |        |        |        |       |
|        |        |        | ing    |        |        |        |       |
|        |        |        | which  |        |        |        |       |
|        |        |        | messag |        |        |        |       |
|        |        |        | es     |        |        |        |       |
|        |        |        | belong |        |        |        |       |
|        |        |        | to     |        |        |        |       |
|        |        |        | you, I |        |        |        |       |
|        |        |        | can't  |        |        |        |       |
|        |        |        | determ |        |        |        |       |
|        |        |        | ine    |        |        |        |       |
|        |        |        | which  |        |        |        |       |
|        |        |        | one is |        |        |        |       |
|        |        |        | your   |        |        |        |       |
|        |        |        | oldest |        |        |        |       |
|        |        |        | . Do   |        |        |        |       |
|        |        |        | you    |        |        |        |       |
|        |        |        | have   |        |        |        |       |
|        |        |        | either |        |        |        |       |
|        |        |        | your   |        |        |        |       |
|        |        |        | person |        |        |        |       |
|        |        |        | ID or  |        |        |        |       |
|        |        |        | phone  |        |        |        |       |
|        |        |        | number |        |        |        |       |
|        |        |        | that I |        |        |        |       |
|        |        |        | could  |        |        |        |       |
|        |        |        | use to |        |        |        |       |
|        |        |        | search |        |        |        |       |
|        |        |        | for    |        |        |        |       |
|        |        |        | your   |        |        |        |       |
|        |        |        | messag |        |        |        |       |
|        |        |        | es?    |        |        |        |       |
|        |        |        |        |        |        |        |       |
|        |        |        | Once I |        |        |        |       |
|        |        |        | have   |        |        |        |       |
|        |        |        | that   |        |        |        |       |
|        |        |        | inform |        |        |        |       |
|        |        |        | ation, |        |        |        |       |
|        |        |        | I can  |        |        |        |       |
|        |        |        | search |        |        |        |       |
|        |        |        | for    |        |        |        |       |
|        |        |        | all    |        |        |        |       |
|        |        |        | messag |        |        |        |       |
|        |        |        | es ass |        |        |        |       |
|        |        |        | ociate |        |        |        |       |
|        |        |        | d with |        |        |        |       |
|        |        |        | you    |        |        |        |       |
|        |        |        | and    |        |        |        |       |
|        |        |        | then   |        |        |        |       |
|        |        |        | identi |        |        |        |       |
|        |        |        | fy the |        |        |        |       |
|        |        |        | oldest |        |        |        |       |
|        |        |        | one    |        |        |        |       |
|        |        |        | based  |        |        |        |       |
|        |        |        | on the |        |        |        |       |
|        |        |        | creati |        |        |        |       |
|        |        |        | on tim |        |        |        |       |
|        |        |        | estamp |        |        |        |       |
|        |        |        | .      |        |        |        |       |
|--------+--------+--------+--------+--------+--------+--------+-------|
| 27     | USER   | EXECUT | call_x | null   | null   | null   | ["USE |
|        |        | ION_EN | 9WOQhl |        |        |        | R",   |
|        |        | VIRONM | vGcAfC |        |        |        | "EXEC |
|        |        | ENT    | rHGNKm |        |        |        | UTION |
|        |        |        | ah6en_ |        |        |        | _ENVI |
|        |        |        | parame |        |        |        | RONME |
|        |        |        | ters = |        |        |        | NT"]  |
|        |        |        | {}     |        |        |        |       |
|        |        |        | call_x |        |        |        |       |
|        |        |        | 9WOQhl |        |        |        |       |
|        |        |        | vGcAfC |        |        |        |       |
|        |        |        | rHGNKm |        |        |        |       |
|        |        |        | ah6en_ |        |        |        |       |
|        |        |        | respon |        |        |        |       |
|        |        |        | se =   |        |        |        |       |
|        |        |        | end_co |        |        |        |       |
|        |        |        | nversa |        |        |        |       |
|        |        |        | tion(* |        |        |        |       |
|        |        |        | *call_ |        |        |        |       |
|        |        |        | x9WOQh |        |        |        |       |
|        |        |        | lvGcAf |        |        |        |       |
|        |        |        | CrHGNK |        |        |        |       |
|        |        |        | mah6en |        |        |        |       |
|        |        |        | _param |        |        |        |       |
|        |        |        | eters) |        |        |        |       |
|        |        |        | print( |        |        |        |       |
|        |        |        | repr(c |        |        |        |       |
|        |        |        | all_x9 |        |        |        |       |
|        |        |        | WOQhlv |        |        |        |       |
|        |        |        | GcAfCr |        |        |        |       |
|        |        |        | HGNKma |        |        |        |       |
|        |        |        | h6en_r |        |        |        |       |
|        |        |        | espons |        |        |        |       |
|        |        |        | e))    |        |        |        |       |
|--------+--------+--------+--------+--------+--------+--------+-------|
| 28     | EXECUT | USER   | None   | null   | null   | ["{"to | ["EXE |
|        | ION_EN |        |        |        |        | ol_nam | CUTIO |
|        | VIRONM |        |        |        |        | e":    | N_ENV |
|        | ENT    |        |        |        |        | "end_c | IRONM |
|        |        |        |        |        |        | onvers | ENT", |
|        |        |        |        |        |        | ation" | "USER |
|        |        |        |        |        |        | , "arg | "]    |
|        |        |        |        |        |        | uments |       |
|        |        |        |        |        |        | ": {}, |       |
|        |        |        |        |        |        | "resul |       |
|        |        |        |        |        |        | t":    |       |
|        |        |        |        |        |        | null}" |       |
|        |        |        |        |        |        | ]      |       |
+--------+--------+--------+--------+--------+--------+--------+-------+
